1000     0.27974822     
2000     0.34928469     
3000     0.52374302     
4000     0.71756052     
5000     0.97526922     
6000     1.48483804     
7000     2.80100850     
8000     6.42073616     
9000     16.72220598    
10000    30.32085949    



