1000     0.21679928     
2000     0.29787284     
3000     0.37273906     
4000     0.45671677     
5000     0.55375201     
6000     0.73782757     
7000     1.04687768     
8000     1.86517924     
9000     5.06949971     
10000    16.41233887    
