1000     0.11298987     
2000     0.11169538     
3000     0.10744582     
4000     0.11616551     
5000     0.13721966     
6000     0.21306387     
7000     0.30202224     
8000     0.42518744     
9000     0.67470672     
10000    3.30717184     
